"Temperatura","pH","Oxígeno disuelto","Conductividad","Turbiedad","Alcalinidad total","Cloruros totales","Dureza total","Fluoruros","Nitrógeno de nitratos","Nitrógeno de nitritos","Nitrógeno amoniacal","Nitrógeno total Kjeldahl","Sulfatos","SAAM","DBO Turbiedad","DQO","Grasas y aceites","Fósforo total","SST","Sólidos disueltos tot.","Sólidos sedimentables","Sulfuros","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Manganeso","Mercurio","Níquel","Plomo","Sodio","Zinc","Coliformes totales","Coliformes fecales","Temp. ambiente","Acidez total","Dureza de calcio","Sólidos totales","Nitrógeno total","Materia flotante","fecha","año","mes","est"
26,8.13,0,659,35.3,229.11,31.02,131.44,0.34,0.27,0.022,5.37,9.54,12.72,0.572,37.8,169.65,12.73,1.94,66,396,0.2,8.16,0.644,6200,0.13,5e-04,0.05,0.05,1.332,0.902,5e-04,0.1,0.0025,42.6,590,1100000,460000,30,1.71,,462,9.81,,2009-08-12,"2009","8","RS-01"
25,8.23,0,851,8.79,229.11,48.74,186.56,0.52,0.1,0.022,3.59,5.96,76.63,0.286,3.38,49.51,7.13,3.21,16,535,0.1,0.28,0.399,135,0.005,5e-04,0.05,0.05,0.452,1.048,5e-04,0.1,0.0025,60,0.02,150000,75000,27,1.71,,551,5.96,,2009-08-12,"2009","8","RS-02"
25,8.21,0,734,7.08,206.19,38.11,156.88,0.53,0.1,110,1.79,3.58,64.24,0.209,12.84,63.93,7.95,1.64,30,474,2,0.15,0.01,6800,0.005,5e-04,0.05,0.05,0.306,0.65,5e-04,0.1,0.0025,50,0.06,4300,900,26,1.71,,504,3.591,,2009-08-12,"2009","8","RS-03"
25,8.08,1.38,712,37.15,206.19,38.11,127.62,0.64,0.1,0.022,7.16,10.13,61.98,1.534,8.88,56.32,8.98,2.44,43,432,0.1,0.1,1.324,5000,0.005,5e-04,0.05,0.05,0.801,0.764,5e-04,0.1,0.0025,43.9,0.02,150000,150000,26,1.71,,475,10.13,,2009-08-12,"2009","8","RS-04"
25,8.21,0.59,758,14.6,183.28,39.88,133.56,0.63,0.49,0.21,2.98,8.35,59.5,0.378,11.37,70.74,15.26,2.49,23,468,0.1,0.1,1.425,0.0025,0.005,5e-04,0.05,0.05,0.654,0.886,5e-04,0.1,0.0025,61.6,0.02,93000,43000,27,1.71,,491,9.05,,2009-08-12,"2009","8","RS-05"
25,7.97,4.73,558,311,137.46,25.7,118.72,0.44,5.69,0.75,3.58,5.96,41.83,0.528,26.04,57.52,9.37,1.41,46,728,0.1,0.1,17.774,0.0025,0.005,5e-04,0.05,0.05,9.86,0.549,5e-04,0.1,0.0025,37,0.124,460000,240000,29,1.71,,774,12.4,,2009-08-12,"2009","8","RS-06"
25,7.89,3.35,852,16.95,229.11,55.83,156.88,0.98,0.1,0.49,3.58,10.14,74.21,1.47,25.86,92.36,2.64,2.53,24,497,0.3,0.1,0.68,7100,0.005,1400,0.05,0.05,0.603,0.123,5e-04,0.1,0.0025,65.2,550,1100000,1100000,21,1.71,,521,10.63,,2009-08-12,"2009","8","RS-07"
26,7.87,3.35,761,67.05,229.11,47.86,135.66,0.86,1.97,0.79,4.17,8.34,64.78,740,32.22,93.56,5.21,3.68,143,399,1.4,0.59,5.424,9000,0.005,5000,0.05,0.05,3.86,0.173,60000,0.1,0.0025,53.2,0.101,1100000,460000,20,1.71,,542,11.1,,2009-08-12,"2009","8","RS-08"
28,7.94,2.17,679,7.63,229.11,33.68,318,0.79,0.1,0.5,4.17,6.56,53.2,0.21,4.81,54.32,3.98,1.4,17,365,0.1,0.39,0.243,9100,0.005,5e-04,0.05,0.05,0.386,0.337,5e-04,0.1,0.0025,46.7,0.02,2300,2300,22,1.71,,382,7.06,,2009-08-12,"2009","8","RS-09"
30,7.91,5.72,471,415,137.47,26.59,99.64,0.68,2.51,0.46,1.79,6.56,40.23,0.019,14.73,94.76,11.36,0.74,512,348,0.8,990,14.844,141,0.005,1500,0.05,0.05,15.24,0.57,5e-04,0.1,123,34.7,730,43000,9000,23,1.71,,860,9.53,,2009-08-12,"2009","8","RS-RS-010"
25,7.96,1.18,563,256,160.37,24.81,122.96,0.53,0.5,0.1,6.56,11.33,54.26,0.416,25.2,117.99,10.37,1.4,331,354,0.6,0.1,14.018,5900,0.005,5e-04,0.05,0.05,7.33,0.932,5e-04,0.1,0.0025,35.8,0.156,1.1e+07,4600000,27,1.71,,685,11.93,,2009-08-12,"2009","8","AA-0RS-01"
26,7.8,0.59,687,31.95,183.28,32.79,144.16,0.7,0.1,0.022,4.17,10.14,60.74,1.489,23.82,75.14,7.2,1.48,54,444,0.5,0.1,1.682,0.0025,0.005,5e-04,0.05,0.05,1.102,0.784,5e-04,0.1,0.0025,64.4,570,2400000,1100000,27,1.71,,498,10.14,,2009-08-12,"2009","8","AA-0RS-02"
27,7.77,0.78,522,15.05,229.11,29.25,129.32,0.34,0.1,0.022,2.38,8.34,29.6,0.519,10.83,63.93,9.01,0.79,26,351,0.1,0.1,0.432,6000,0.005,5e-04,0.05,0.05,0.565,0.807,5e-04,0.1,0.0025,34.7,0.02,2400000,1100000,30,1.71,,377,8.34,,2009-08-12,"2009","8","RZ-0RS-01"
22,7.68,0.6,285,108,149.8,27.4,17.6,0.39,2.14,0.207,1.187,2.99,81.96,0.11,5.19,56.34,1.6,0.186,43,290,0.1,0.1,5.267,0.0025,0.005,5e-04,0.05,0.05,6.345,0.268,60000,0.1,0.0025,14,0.02,230000,230000,23,9.58,,333,5.337,,2009-09-09,"2009","9","RS-01"
21,8.05,0,938,4,342.4,70,241.5,0.74,0.76,150,1.781,4.75,81.1,0.483,13.23,75.76,6.97,1.337,5,590,0.1,1.59,0.01,7600,0.005,5e-04,0.05,0.05,0.167,0.611,80000,0.1,0.0025,59.7,0.02,3,3,24,1.71,,595,5.525,,2009-09-09,"2009","9","RS-02"
24,7.5,0,1071,2.8,406.6,93,237.6,0.62,0.35,140,2.67,4.15,106.95,0.531,5.82,49.95,10.7,3.867,8,697,0.1,0.338,0.01,0.0025,0.005,5e-04,0.05,0.05,0.161,0.393,1100,0.1,0.0025,75,0.02,2800,2100,,9.58,,705,4.514,,2009-09-09,"2009","9","RS-03"
25,7.9,0,875,12.1,406.6,66.4,202.6,0.82,0.1,0.022,2.968,10.68,78.73,2.98,18,96.7,11.06,4.27,19,530,0.1,0.438,0.305,5300,0.005,5e-04,0.05,0.05,0.318,0.497,90000,0.1,0.0025,63.8,550,460000,460000,24,9.58,,549,10.68,,2009-09-09,"2009","9","RS-04"
25,7.98,0.4,760,10.5,385.2,54,174.5,0.87,0.77,0.22,2.374,8.9,69.25,0.174,14.13,48.38,7.34,3.283,16,446,0.1,0.1,0.01,0.0025,0.005,5e-04,0.05,0.05,0.365,0.494,60000,0.1,0.0025,54.9,0.02,93000,93000,32,9.58,,462,9.89,,2009-09-09,"2009","9","RS-05"
26,7.79,4.66,687,11.8,342.4,54,147.3,0.72,7.3,0.977,1.187,4.15,70.11,0.396,20.04,79.57,14.95,2.843,17,460,0.1,0.1,1.103,0.0025,0.005,5e-04,0.05,0.05,0.681,0.283,50000,0.1,0.0025,55.3,0.02,23000,9000,32,1.71,,477,12.427,,2009-09-09,"2009","9","RS-06"
28,8.02,6.48,534,109,235.4,43.4,115.8,1.06,6.44,1.345,1.76,5.34,41.31,0.319,20.64,54.42,9.74,0.181,148,386,0.4,0.1,5.178,8000,0.005,5e-04,0.05,0.05,3.075,0.198,50000,0.1,0.0025,38.6,0.02,2.1e+07,2.1e+07,36,9.58,,534,13.125,,2009-09-09,"2009","9","RS-07"
27,7.97,4.45,562,102,235.4,34.5,127.6,0.97,5.19,0.995,2.35,3.56,63.38,0.274,25.92,57.76,3.91,0.356,177,343,0.5,0.1,6.626,6300,0.005,5e-04,0.05,0.05,5.14,0.187,5e-04,0.1,0.0025,38.7,0.02,4300000,4300000,36,9.58,,520,9.745,,2009-09-09,"2009","9","RS-08"
26,7.9,5.26,397,85.4,192.6,35.4,96.2,0.64,0.86,0.116,3.28,4.5,31.6,0.171,8.08,33.24,8.49,0.194,57,297,0.1,0.1,5.287,7000,0.005,5e-04,0.05,0.05,3.515,0.113,5e-04,0.1,0.0025,26.6,0.02,150000,40000,28,9.58,,354,5.476,,2009-09-09,"2009","9","RS-09"
29,7.91,6.88,378,103.5,171.2,43.4,94.2,0.65,2.35,0.378,0.89,2.97,32.02,0.111,4.02,38.78,5.64,0.194,99,315,0.1,0.1,3.9,7700,0.005,5e-04,0.05,0.05,3.34,0.148,5e-04,0.1,0.0025,25.8,590,3,3,25,9.58,,414,5.698,,2009-09-09,"2009","9","RS-RS-010"
22.2,8.01,0,971,35.6,374.5,59.3,202.2,1.11,0.41,170,14.84,22.56,89.71,6.48,61.68,133.24,12.04,0.47,35,619,0.15,0.378,1.929,0.0025,0.005,5e-04,0.05,0.05,1.06,0.651,60000,0.1,0.0025,65.3,660,1100000,1100000,19,9.58,,654,22.987,,2009-09-09,"2009","9","AA-0RS-01"
23.9,8.1,0,932,27.2,342.4,61.1,202.2,0.98,0.1,210,7.123,17.21,80.67,2.4,30.12,96.7,5.75,3.854,46,581,0.5,0.1,1.097,5100,0.005,5e-04,0.05,0.05,0.593,0.581,60000,0.1,0.0025,66.8,0.02,460000,460000,26,9.58,,627,17.231,,2009-09-09,"2009","9","AA-0RS-02"
21.2,7.95,2.02,272,128,171.2,25.7,88.3,0.23,2.01,0.022,1.781,2.97,25.94,0.316,8.82,43,5.05,0.515,85,256,0.1,0.1,6.843,0.0025,0.005,5e-04,0.05,0.05,8.035,0.253,70000,0.1,0.0025,12.7,0.02,3,3,21,9.58,,341,4.98,,2009-09-09,"2009","9","RZ-0RS-01"
21,7.27,0.59,334,7.65,139.44,20.38,121.89,0.3,0.6,0.28,0.59,2.94,20.5,0.511,8.58,21.85,8.92,0.42,51,213,0.2,0.1,2.088,0.0025,0.005,5e-04,0.05,0.05,1.989,0.139,5e-04,0.1,0.0025,17.4,0.02,2400000,2400000,22,9.58,,264,3.82,,2009-10-20,"2009","10","RS-01"
19.6,7.1,,1036,4.66,298.8,73.54,279.17,0.64,0.1,0.022,2.94,5.88,116.64,0.639,9.75,17.48,17.79,5.99,4,584,0.1,0.49,0.01,0.0025,0.005,5e-04,0.05,0.05,0.248,0.276,5e-04,0.1,0.0025,69.8,0.02,43000,43000,22.5,9.58,,588,5.88,,2009-10-20,"2009","10","RS-02"
22.5,7.63,0,1080,3.31,298.8,78.85,267.34,0.74,0.1,0.022,4.12,7.06,125.56,0.778,4.28,34.96,8.37,5.48,7,690,0.1,0.35,0.01,0.0025,0.101,5e-04,0.05,0.05,0.16,0.429,5e-04,0.1,0.0025,77.1,0.02,9000,9000,28,9.58,,697,7.06,,2009-10-20,"2009","10","RS-03"
22.2,7.44,0,1136,8.73,398.4,75.31,263.44,0.82,0.1,0.022,10,13.52,78.23,0.816,17.28,120,12.26,9.58,11,678,0.1,0.45,0.223,0.0025,0.005,5e-04,0.05,0.05,3.78,0.562,5e-04,0.1,0.0025,87,740,1100000,1100000,27,9.58,,689,13.52,,2009-10-20,"2009","10","RS-04"
26,7.55,2.89,1065,2.91,358.56,82.4,247.72,0.84,0.25,0.277,10.58,12.93,82.77,0.459,5.97,17.48,8.37,8.3,14,642,0.1,0.19,0.316,0.0025,0.005,5e-04,0.05,0.05,0.237,0.56,5e-04,0.1,0.0025,84.1,0.02,43000,43000,29,9.58,,656,13.457,,2009-10-20,"2009","10","RS-05"
24,7.95,5.34,1008,4.61,278.88,73.54,247.72,0.89,14.9,0.5,3.53,5.29,78.12,0.445,9.14,21.85,8.37,7.31,8,653,0.1,0.1,0.398,0.0025,0.005,5e-04,0.05,0.05,0.48,0.145,5e-04,0.1,0.0025,79.6,0.02,240000,110000,18,9.58,,661,20.69,,2009-10-20,"2009","10","RS-06"
18,7.21,0,1027,25.4,338.6,85.9,174.9,1.18,0.1,720,12.34,12.34,79.58,3.84,90.5,240,12.82,3.53,60,556,0.1,0.1,0.752,6900,0.005,260,0.05,0.05,0.51,0.1,5e-04,0.1,0.0025,83.7,850,2.4e+07,2.4e+07,15,9.58,,616,12.412,,2009-10-20,"2009","10","RS-07"
24,7.33,1.78,839,12.7,149,59.3,151.3,1.26,0.1,540,7.64,7.64,59.86,1.54,24.06,80,10.86,3.24,36,503,0.5,0.1,0.784,6600,0.005,340,0.05,0.05,0.517,970,5e-04,0.1,0.0025,67.1,790,1100000,1100000,20,9.58,,539,7.694,,2009-10-20,"2009","10","RS-08"
27,7.32,3.36,466,9.41,179.2,31,123.8,0.74,0.1,0.022,1.76,1.76,37.31,0.67,3.74,23.9,8.37,0.58,12,290,0.1,0.1,0.958,0.0025,0.005,1400,0.05,0.05,0.552,0.101,5e-04,0.483,0.0025,34,0.02,46000,46000,23,9.58,,302,1.76,,2009-10-20,"2009","10","RS-09"
29,7.83,6.53,438,24.75,149.4,34.5,108.1,0.75,1.65,0.194,4.12,4.12,36.1,0.18,6.26,21.85,8.37,1.01,51,316,0.3,0.1,2.441,6400,0.005,1200,0.05,0.05,1.559,880,5e-04,0.1,0.0025,32.2,0.02,9000,9000,34,9.58,,367,5.964,,2009-10-20,"2009","10","RS-RS-010"
16,7.5,0,1311,101.2,458,80.63,287.06,1.14,0.38,0.022,11.17,11.17,81.25,1.449,123.8,240,22.11,9.04,54,764,0.2,1.05,1.264,5000,0.005,5e-04,0.05,0.05,0.645,0.321,5e-04,0.1,0.0025,96.9,520,2.4e+08,2.1e+07,16,9.58,,818,11.55,,2009-10-20,"2009","10","AA-0RS-01"
26.5,7.62,2.77,1316,13.9,458.2,87.71,247.72,1.14,0.1,0.022,10.58,10.58,94.25,1.514,32.95,69.95,8.37,5.32,38,767,0.1,0.59,0.529,0.0025,0.005,5e-04,0.05,0.05,0.333,0.36,5e-04,0.1,0.0025,108.6,510,240000,240000,26.5,9.58,,805,10.58,,2009-10-20,"2009","10","AA-0RS-02"
20,7.16,2.17,294,24.5,139.4,15.06,129.76,0.64,1.1,960,0.59,0.59,31.51,0.425,4.18,48.08,8.37,0.42,47,188,0.1,0.39,2.568,0.0025,0.005,5e-04,0.05,0.05,2.4,0.12,5e-04,0.1,0.0025,14.8,0.02,460000,460000,20,9.58,,235,1.786,,2009-10-20,"2009","10","RZ-0RS-01"
19.2,7.12,0,477,8.07,179.3,17.72,78.64,0.28,0.1,0.022,1.76,3.52,28.36,0.69,8.61,26.2,8.37,1.14,15,290,0.1,0.258,0.337,0.0025,0.005,5e-04,0.05,0.05,0.519,0.183,5e-04,0.1,0.0025,26,0.02,4600000,150000,19,8,,305,3.52,,2009-11-11,"2009","11","RS-01"
16.9,7.25,1.2,1001,3.46,298.8,53.16,192.67,0.82,0.1,0.022,3.53,7.06,108.34,0.52,3.8,51.62,8.37,3.58,26,611,0.1,0.268,0.01,0.0025,0.005,5e-04,0.05,0.05,780,0.193,5e-04,0.1,0.0025,68.4,0.02,24000,4300,16,16,,637,7.06,,2009-11-11,"2009","11","RS-02"
17.2,7.52,0,1232,2.72,318.7,95.69,224.12,0.62,0.1,0.022,4.12,7.06,140.59,0.29,3.61,56.31,11.59,4.12,21,737,0.1,0.1,0.01,0.0025,0.005,5e-04,0.05,0.05,0.102,0.264,5e-04,0.1,0.0025,94.4,0.02,9000,9000,15,16,,758,7.06,,2009-11-11,"2009","11","RS-03"
18.4,7.66,0,1428,13.7,478.1,85.06,228.06,1.19,0.1,0.022,10,21.76,78.17,6.27,38.04,103.17,9.49,6.24,88,748,0.1,3.02,0.01,0.0025,0.005,5e-04,0.05,0.05,0.118,0.387,5e-04,0.1,0.0025,108.8,0.02,1100000,1100000,12,16,,836,21.76,,2009-11-11,"2009","11","RS-04"
17.7,7.71,0,1345,3.69,498,74.42,216.26,1.17,0.29,0.022,5.88,16.46,80.57,0.99,12.93,37.54,17.55,6.51,27,714,0.1,0.99,0.01,0.0025,0.005,5e-04,0.05,0.05,0.158,0.451,5e-04,0.1,0.0025,101.9,0.02,230000,230000,12,8,,741,16.75,,2009-11-11,"2009","11","RS-05"
18.8,7.79,4.82,1252,7.7,358.6,69.11,204.46,1.2,5.49,0.421,3.53,9.41,87,0.57,34.8,55.58,6.25,5.62,44,725,0.1,0.1,0.01,0.0025,0.005,5e-04,0.05,550,0.376,0.196,5e-04,0.1,0.0025,97.7,0.02,43000,43000,24,16,,769,15.321,,2009-11-11,"2009","11","RS-06"
20,7.64,4.02,1121,13.5,338.6,65.56,184.8,1.06,2.69,0.693,7.06,11.76,70.5,1.45,28.88,59.01,6.92,3.76,66,609,0.3,0.1,0.206,5000,0.005,620,0.05,0.05,0.452,0.146,5e-04,0.1,0.0025,87.5,770,1100000,1100000,,16,,675,15.143,,2009-11-11,"2009","11","RS-07"
21,7.46,0.2,972,78.2,368.6,47.84,117.96,1.51,0.1,350,10.58,18.82,72.33,1.19,54.48,190.35,33.53,0.44,256,463,3,0.218,2.144,0.124,0.005,0.234,0.05,0.05,1.838,0.195,5e-04,0.1,0.0025,81.8,0.45,930000,930000,,20,,719,18.855,,2009-11-11,"2009","11","RS-08"
23,7.47,2.41,722,4.8,199.2,40.76,82.57,1.14,0.1,0.022,2.35,6.47,50.15,0.87,6.08,32.84,8.37,2,37,385,0.1,0.99,0.01,5000,0.005,5500,0.05,0.109,0.158,0.161,5e-04,0.1,0.0025,56.6,0.02,4300,4300,,16,,422,6.47,,2009-11-11,"2009","11","RS-09"
23,7.82,5.82,645,10.1,199.2,30.12,94.37,1.03,2.04,0.571,2.94,8.23,43.94,0.29,5.68,28.15,8.37,1.89,39,392,0.1,0.1,0.389,7200,0.005,3400,0.05,0.05,0.345,860,5e-04,0.1,0.0025,54.4,0.02,3,3,,8,,431,10.841,,2009-11-11,"2009","11","RS-RS-010"
18.8,7.42,0,1452,104,498,69.11,196.6,1.15,0.26,240,21.76,36.46,85.48,5.03,164.7,325.88,31.56,9.16,300,618,0.1,0.95,1.132,5100,0.005,5e-04,0.05,0.05,0.794,0.311,5e-04,0.1,0.0025,117,570,4300000,4300000,9,32,,918,36.744,,2009-11-11,"2009","11","AA-0RS-01"
20.2,7.49,0,1806,70.55,597,99.23,200.53,1.53,0.1,0.022,25.28,40.57,115.38,5.04,140,344.53,30.75,9.14,204,862,0.1,2.34,1.925,5700,0.005,5e-04,0.05,0.05,0.863,0.328,5e-04,0.1,104,163.1,660,9e+06,9e+06,19,20,,1066,40.57,,2009-11-11,"2009","11","AA-0RS-02"
20.1,7.12,0.4,394,6.92,199.2,14.18,82.57,0.39,0.31,0.277,0.59,2.94,12.59,0.69,6.06,28.15,6.58,0.57,30,238,0.1,0.1,0.452,0.0025,0.005,5e-04,0.05,0.05,0.663,0.178,5e-04,0.1,0.0025,23.5,0.02,750000,750000,20,8,,268,3.527,,2009-11-11,"2009","11","RZ-0RS-01"
18.9,8.44,5.88,822.33,54.5,330,48,208,0.97,0.1,0.022,2.34,4.68,69.07,0.019,4.96,36.44,8.42,0.5,57,617,0.1,0.1,4.443,121,0.005,5e-04,0.05,0.05,3.068,0.05,1100,0.1,0.0025,68.5,830,43000,43000,19,,,674,4.68,,2010-01-26,"2010","1","RS-01"
15.57,7.25,0.62,915.33,5.83,330,55,222,1.2,0.1,0.022,2.34,4.68,77.85,0.02,3.49,31.38,6.26,1.31,4,620,0.1,2.9,0.01,7700,0.005,5e-04,0.05,0.05,0.189,0.104,5e-04,0.1,0.0025,80.3,0.02,93000,43000,19.5,,,624,4.68,,2010-01-26,"2010","1","RS-02"
15.07,7.66,4,1031.67,9.79,300,71,257,1.03,0.81,0.142,2.92,3.51,116.84,0.01,2.96,31.88,5.42,1.48,9,712,0.1,0.21,0.666,9100,0.005,5e-04,0.05,0.05,0.432,0.05,5e-04,0.1,0.0025,88.6,0.02,7500,7500,20,,,721,4.462,,2010-01-26,"2010","1","RS-03"
15.43,7.37,0.61,1302.33,99.35,470,97,273,1.04,0.1,0.022,13.45,17.55,95.76,0.31,31.44,77.79,7.03,6.93,8,857,0.1,27.8,0.01,7500,0.005,5e-04,0.05,0.05,0.108,0.206,5e-04,0.1,0.0025,112.3,780,150000,93000,20,,,865,17.55,,2010-01-26,"2010","1","RS-04"
16.17,7.52,0.41,1313.67,5.73,460,94,269,1.11,0.1,240,15.79,18.13,103.64,0.14,10.71,54.4,7.02,5.59,7,876,0.1,1.1,0.01,5700,0.005,5e-04,0.05,0.05,0.05,0.282,5e-04,0.1,0.0025,115.2,0.02,15000,9300,23,,,883,18.154,,2010-01-26,"2010","1","RS-05"
17.37,7.99,5.11,1280,4.98,420,92,289,1.14,3.8,0.79,8.77,13.45,113.3,0.019,22.44,50.37,8.37,5.48,13,1168,0.1,0.1,0.01,5400,0.005,5e-04,0.05,0.05,0.05,0.247,5e-04,0.1,0.0025,119.6,0.02,15000,7500,20,,,1181,18.04,,2010-01-26,"2010","1","RS-06"
24.63,7.62,0.1,1378.33,34.1,340,106,206,1.26,0.1,180,21.64,33.93,120.57,10.48,181.5,322.58,28.03,4.82,62,872,0.1,1.43,0.01,141,0.005,5e-04,0.05,0.05,0.384,0.11,5e-04,0.1,0.0025,134.7,0.193,1100000,150000,30,,,934,33.948,,2010-01-26,"2010","1","RS-07"
22.16,7.98,6.64,583,8.9,350,65,222,1.53,0.1,0.459,9.94,14.62,108.19,1.09,23.7,69.73,8.37,3.62,25,697,0.1,0.1,0.01,154,0.005,1900,0.147,0.05,0.303,0.117,5e-04,0.1,0.0025,95.6,0.193,21000,15000,28,,,722,15.079,,2010-01-26,"2010","1","RS-08"
19.46,7.14,1.51,875,6.3,290,58,162,1.25,0.1,110,12.28,13.45,65.96,0.195,11.85,56.42,5.78,3.23,11,517,0.1,2.54,0.01,114,0.005,1600,0.05,0.05,0.05,0.124,5e-04,0.1,0.0025,73.6,0.02,9300,9300,17,,,528,13.461,,2010-01-26,"2010","1","RS-09"
21.56,7.58,5.63,667.6,47.3,230,39,139,1.4,0.1,0.448,1.75,3.51,57.71,1.07,14.1,50.77,8.37,2.03,77,457,0.1,0.1,2.883,238,0.005,1100,0.05,0.05,2.29,0.104,5e-04,0.1,0.0025,59.2,0.02,930,930,17,,,534,3.958,,2010-01-26,"2010","1","RS-RS-010"
17.4,7.35,0.2,1480.67,105,560,90,257,1.06,0.1,0.11,30.42,41.53,117.44,15.18,189,406.05,41.7,7.7,147,993,0.11,17.3,1.01,8300,0.005,5e-04,0.05,0.05,0.594,0.193,5e-04,0.1,0.0025,125.1,0.141,210000,210000,10.5,,,1140,41.64,,2010-01-26,"2010","1","AA-0RS-01"
17.97,7.5,0.09,1481.33,150,600,97,285,1.19,0.1,0.022,26.91,34.51,80.46,0.818,92.7,182.64,19.53,5.53,23,1377,0.5,27.8,0.01,6100,0.005,5e-04,0.05,0.05,0.108,0.309,5e-04,0.1,0.0025,133.4,730,1100000,1100000,24,,,1400,34.51,,2010-01-26,"2010","1","AA-0RS-02"
17.7,8.08,3.74,827.67,42,300,51,210,1.05,0.1,0.022,0.58,2.92,66.57,0.019,3.53,36.44,5.91,0.28,49,602,0.1,0.1,3.413,150,0.005,5e-04,0.05,0.05,2.193,0.05,5e-04,0.1,0.0025,72.01,520,15000,15000,14.5,,,651,2.92,,2010-01-26,"2010","1","RZ-0RS-01"
18.1,7.12,0.47,374,374,155,14,111,0.27,0.1,170,2.34,4.68,15.78,0.56,12.81,52.39,8.37,0.738,21,254,0.1,0.21,1.358,0.0025,0.005,5e-04,0.05,0.05,1.675,0.201,1300,0.1,0.0025,13.95,0.02,1100000,1100000,19,,,275,4.697,,2010-05-16,"2010","5","RS-01"
16.63,7.08,1.76,594,594,195,33,135,0.62,0.3,0.022,1.75,3.51,51.52,0.54,4.98,51.98,8.37,1.24,9,411,0.1,6.5,1.103,5900,0.005,5e-04,0.05,0.05,0.751,0.15,5e-04,0.1,0.0025,44,0.02,15000,15000,22,,,420,3.81,,2010-05-16,"2010","5","RS-02"
16.5,7.22,1.39,778,778,250,45,168,0.75,0.5,170,1.75,3.51,71.06,0.23,5.32,104.81,8.37,1.67,14,545,0.1,0.45,0.975,6200,0.005,5e-04,0.05,0.05,0.676,0.282,5e-04,0.1,0.0025,66.47,740,4600,4600,22,,,559,4.027,,2010-05-16,"2010","5","RS-03"
18.3,7.5,0.55,1051,1051,385,59,198,0.96,0.1,260,9.36,18.13,52.93,4.58,35.22,176.59,8.37,4.81,14,640,0.1,20.01,0.337,0.0025,0.005,5e-04,0.05,0.05,0.221,0.326,5e-04,0.1,0.0025,90.1,0.02,1.1e+07,1.1e+07,25,,,654,18.156,,2010-05-16,"2010","5","RS-04"
18.3,7.29,0.41,960.6,960.6,310,62,190,0.79,0.46,210,5.26,14.04,63.63,2.07,29.64,112.47,8.37,4.37,13,579,0.1,1.1,0.209,0.0025,0.005,5e-04,0.05,0.05,0.191,0.332,5e-04,0.1,114,74.35,980,46000,46000,23,,,592,14.521,,2010-05-16,"2010","5","RS-05"
18.96,8.02,6.52,895,895,270,53,180,0.76,5.38,0.655,2.92,8.19,60.47,0.65,13.86,108.04,8.37,3.95,16,586,0.1,0.1,0.847,0.0025,0.005,5e-04,0.05,0.05,0.554,0.251,5e-04,0.1,0.0025,75.52,0.02,46000,46000,25,,,602,14.225,,2010-05-16,"2010","5","RS-06"
18,7.52,7.26,555,555,160,26,111,1.16,3.97,0.539,2.34,6.43,44.91,0.91,21.18,104,8.37,1.96,49,383,0.5,0.1,3.4,9200,0.005,5e-04,0.05,0.05,2.039,750,1100,0.1,0.0025,42.25,580,2400000,460000,15,,,432,10.939,,2010-05-16,"2010","5","RS-07"
18.5,7.76,5.87,682,682,205,38,148,0.87,4.2,0.926,3.51,7.6,55.78,0.89,22.41,104.81,8.37,2.89,58,510,0.7,0.1,2.124,9300,0.005,5e-04,0.05,0.05,1.569,690,5e-04,0.1,0.0025,52.17,860,460000,15000,14,,,568,12.726,,2010-05-16,"2010","5","RS-08"
17.8,7.38,4.34,519,519,175,27,100,0.83,1.56,0.136,5.26,6.43,37.68,0.61,6.73,48.35,8.37,1.51,31,345,0.1,0.7,4.294,7400,0.005,5e-04,0.05,0.05,2.32,440,5e-04,0.1,0.0025,35.84,740,11000,11000,24,,,376,8.126,,2010-05-16,"2010","5","RS-09"
19.4,7.66,7.96,496,496,150,25,104,0.89,5.53,0.916,1.75,3.51,37.85,0.64,15.27,45.93,16.71,1.49,31,317,0.1,0.1,4.294,9000,0.005,5e-04,0.05,0.05,2.381,380,5e-04,0.1,0.0025,37.59,0.02,11000,11000,22,,,348,9.956,,2010-05-16,"2010","5","RS-RS-010"
16.73,7.41,0.23,1114,1114,385,59,202,1.09,0.1,120,14.62,26.32,77.24,7.52,113.7,297.17,42.06,5.65,104,671,0.2,8,1.23,0.0025,0.005,5e-04,0.05,0.05,0.676,0.332,5e-04,0.1,0.0025,86.02,0.106,4.6e+07,4.6e+07,11,,,775,26.332,,2010-05-16,"2010","5","AA-0RS-01"
19.83,7.48,0.09,1272,1272,485,74.02,222,1.29,0.4,0.022,17.55,32.17,59.18,7.56,141.5,370.57,23.07,7.53,132,770,0.2,27.8,2.89,6900,0.005,5e-04,0.05,0.05,1.236,0.32,5e-04,0.1,0.0025,108.19,0.153,1.5e+07,1.5e+07,29,,,902,32.57,,2010-05-16,"2010","5","AA-0RS-02"
17.26,7.18,0.52,388.3,388.3,160,16.16,113,0.27,0.1,130,1.75,4.68,16.09,0.95,14.13,94.73,8.37,0.93,34,253,0.1,0.45,1.486,0.0025,0.005,5e-04,0.05,0.05,1.615,0.163,5e-04,0.1,0.0025,17.45,0.02,1.1e+07,1.1e+07,19,,,287,4.693,,2010-05-16,"2010","5","RZ-0RS-01"
