"Temperatura","pH","Oxígeno disuelto","Conductividad","Turbiedad","Alcalinidad total","Cloruros totales","Dureza total","Fluoruros","Nitrógeno de nitratos","Nitrógeno de nitritos","Nitrógeno amoniacal","Nitrógeno total Kjeldahl","Sulfatos","SAAM","DBO Turbiedad","DQO","Grasas y aceites","Fósforo total","SST","Sólidos disueltos tot.","Sólidos sedimentables","Sulfuros","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Manganeso","Mercurio","Níquel","Plomo","Sodio","Zinc","Coliformes totales","Coliformes fecales","Profundidad","Temp. ambiente","Transparencia Secchi","Sólidos totales","Nitrógeno total","Clorofilas","Materia flotante","fecha","est_fijas","año","mes","est"
25.4,9.21,11.28,722,90,281.99,50.56,104.94,0.8,0.1,0.022,0.5,7.64,10.86,0.019,19.07,145.75,8.37,0.91,78,506,0.1,0.75,3.6384,2900,876,69000,0.05,0.05,1.123,610,5e-04,0.1,0.0025,85.1,0.02,,93000,2.52,30.5,,584,7.64,,,2012-07-17,TRUE,"2012","7","LC-01"
28.3,9.47,13.98,876,70,321.19,61.29,114.05,0.93,0.12,0.022,0.5,8.94,9.52,0.019,18.43,148.32,8.37,0.64,155,497,0.1,0.55,0.2928,3300,794,81000,0.05,0.05,660,0.05,5e-04,0.1,3500,101.9,210,,930,4.3,30.6,0.11,652,9.06,,,2012-07-17,TRUE,"2012","7","LC-03"
27.3,9.43,16.99,857,75,330.24,62.019,117.22,0.89,0.39,0.022,0.5,9,9.4,0.019,25.11,171.81,8.37,0.59,149,541,0.1,0.75,0.2511,3200,700,87000,0.05,0.05,0.05,0.05,5e-04,0.1,205,99.9,610,,930,2.8,30.6,0.08,690,9.39,,,2012-07-17,FALSE,"2012","7","21"
28.2,9.46,18.16,848,80,329.74,60.32,115.24,0.91,0.1,0.022,0.5,8.82,10.06,0.019,22.46,173.1,8.37,0.64,84,584,0.1,0.36,1.5588,3100,663,88000,0.05,0.05,0.194,0.05,5e-04,0.1,9000,98.6,290,,90,3.15,31.6,700,668,8.82,,,2012-07-17,TRUE,"2012","7","LC-05"
29.1,9.43,16.36,880,75,329.23,60.71,115.63,0.92,0.12,0.022,0.5,8.7,10,0.019,17.58,160.87,8.37,0.63,98,534,0.1,0.55,0.2932,3500,667,95000,0.05,0.05,730,0.05,5e-04,0.1,302,102.4,660,,,3.77,32.9,0.06,632,8.82,,,2012-07-17,FALSE,"2012","7","23"
25.8,9.17,13.25,909,90,384,70.29,148.8,0.97,0.1,0.022,0.5,1.78,10.94,0.019,15.18,212.2,8.37,0.83,70,635,0.1,0.95,0.1835,0.0025,6700,5e-04,0.05,0.05,0.135,660,5e-04,0.1,0.0025,130.4,0.02,,4300,3.14,24.4,0.09,705,1.78,,,2013-07-17,FALSE,"2013","7","14"
26.4,9.2,15.05,908,90,376.5,69.2,146.23,0.82,0.1,0.022,0.92,10.04,10.25,0.019,12.68,177.27,8.37,0.61,62,634,0.1,1.54,0.5624,0.0025,5500,5e-04,0.05,0.05,0.154,660,5e-04,0.1,0.0025,127.4,0.02,,4300,2,25.3,0.8,696,10.04,,,2013-07-17,TRUE,"2013","7","LC-02"
28.8,9.25,15.47,894,110,370,67.56,140.69,0.95,0.13,0.022,0.99,11.3,10.25,0.019,19.58,205.61,8.37,0.93,80,600,0.1,0.75,0.5403,0.0025,6700,5e-04,0.05,0.05,0.464,780,5e-04,0.1,0.0025,123.3,210,,750,2.93,25.1,0.85,680,11.43,,0,2013-07-17,TRUE,"2013","7","LC-04"
25.1,9.03,12.59,767,100,323.5,58.62,131.98,0.79,0.1,340,1.32,10.04,16.16,0.019,13.48,189.79,8.37,2.32,97,522,0.1,1.14,1.4412,0.0025,7500,5e-04,0.05,0.05,1.06,0.1,5e-04,0.1,0.0025,108.8,0.02,,15000,2.55,27.6,0.75,619,10.14,,,2013-07-17,FALSE,"2013","7","17"
27.4,8.92,12.82,605,190,234.5,41.29,108.83,0.74,0.35,0.111,2.31,10.04,24.25,0.019,18.15,174.64,8.37,0.79,200,409,0.1,1.54,3.5149,0.0025,8400,5e-04,0.05,0.05,3.67,0.222,5e-04,0.1,0.0025,75.9,220,,15000,1.8,28,0.6,609,10.39,,,2013-07-17,FALSE,"2013","7","18"
28.7,9.29,16.73,875,100,360.5,67.25,140.89,0.92,0.1,0.022,0.86,9.65,12.47,0.019,17.22,204.29,8.37,0.47,60,611,0.1,1.34,0.5484,0.0025,7700,5e-04,0.05,0.05,0.351,760,5e-04,0.1,0.0025,122.8,0.02,,9300,2.04,28.4,0.8,671,9.65,,,2013-07-17,TRUE,"2013","7","LC-01"
28.5,9.37,18.16,909,90,374.5,69.74,155.14,0.96,0.1,0.022,0.73,9.71,10.35,0.019,19.5,217.14,8.37,0.37,53,628,0.1,1.93,0.5558,0.0025,5800,5e-04,0.05,0.05,0.131,520,5e-04,0.1,0.0025,127.7,0.02,,430,3.3,27.6,0.8,681,9.71,,0,2013-07-17,TRUE,"2013","7","LC-03"
30.4,9.46,18.71,939,90,382,72.46,151.58,0.8,0.1,0.022,0.5,9.32,11.63,0.019,27.6,235.93,8.37,0.37,83,609,0.1,1.34,0.1369,0.0025,5600,5e-04,0.05,0.05,570,540,5e-04,0.1,0.0025,133.1,0.02,,90,2.77,29,0.85,692,9.32,,,2013-07-17,FALSE,"2013","7","21"
29.3,9.45,19.43,935,90,392,72.92,175.12,0.82,0.1,0.022,0.5,10.97,11.41,0.019,23.18,323.3,8.37,0.41,73,631,0.1,0.75,0.1853,0.0025,5800,5e-04,0.05,0.05,650,520,5e-04,0.1,0.0025,132.1,250,,90,3.03,26.8,0.8,704,10.97,,0,2013-07-17,TRUE,"2013","7","LC-05"
28,9.37,18.53,921,95,387,70.79,152.17,0.91,0.1,0.022,0.5,10.04,10.06,0.019,20.33,220.11,9.44,0.37,103,598,0.1,0.75,0.1895,0.0025,5500,5e-04,0.05,0.05,840,0.06,5e-04,0.1,0.0025,130.9,0.02,,230,3.39,25.4,0.9,701,10.04,,,2013-07-17,FALSE,"2013","7","23"
24.7,9.24,4.9,913,90,372.96,68.23,135.48,1.08,0.1,0.022,0.66,11.83,11.77,0.019,17.55,164.09,8.37,0.88,83,630,0.1,0.1,0.3788,0.0025,7600,5e-04,0.05,0.05,810,0.06,5e-04,0.1,0.0025,114.3,420,,3,3.2,22.4,0.1,713,11.83,13.44,,2013-08-21,FALSE,"2013","8","14"
25.2,9.27,6.77,927,90,368.6,68,129.22,0.94,0.1,0.022,0.59,11.76,11.35,0.019,16.16,170.35,8.37,0.97,61,670,0.1,1.14,0.7149,0.0025,6400,5e-04,10.05,0.05,0.15,710,5e-04,0.1,130,108.6,770,,930,0.93,24.2,0.9,731,11.76,14.4,,2013-08-21,TRUE,"2013","8","LC-02"
25.5,9.3,8.12,911,90,390.91,68.59,124.14,0.97,0.1,0.022,0.5,10.47,10.98,0.019,15.15,180.9,8.37,1.03,86,644,0.1,1.14,0.6803,0.0025,9100,5e-04,0.05,0.05,630,650,5e-04,0.1,0.0025,112.6,420,,90,2.5,23,0.9,730,9.05,25.33,0,2013-08-21,TRUE,"2013","8","LC-04"
26.5,9.35,8.82,899,90,387.03,67.91,139.29,0.96,0.1,0.022,0.53,8.92,11.6,0.019,21.79,175.95,8.37,1.02,110,594,0.1,1.14,0.9134,0.0025,7700,5e-04,0.05,0.05,0.133,740,5e-04,0.1,3000,111.1,650,,4300,1.92,22.1,0.1,704,8.92,20.98,,2013-08-21,FALSE,"2013","8","17"
26,8.81,1.92,845,65,344.83,59.13,117.89,0.96,0.1,0.022,1.98,11.43,13.65,0.019,24.23,149.92,8.37,1.27,46,602,0.1,1.34,0.4006,2600,8500,5e-04,0.05,0.05,0.213,0.154,5e-04,0.1,0.0025,101.4,540,,46000,1.85,22.9,0.11,648,11.43,12.6,,2013-08-21,FALSE,"2013","8","18"
26.6,8.29,7.43,890,95,379.75,65.67,128.25,0.96,0.1,0.022,0.5,9.78,11.63,0.019,28.88,157.17,8.37,1.08,84,611,0.1,1.14,0.7597,0.0025,6900,5e-04,0.05,0.05,0.168,820,5e-04,0.1,0.0025,108.9,310,,430,2.11,24.2,0.13,695,9.78,28.97,0,2013-08-21,TRUE,"2013","8","LC-01"
26.2,9.32,7.85,902,90,382.66,68.18,121.8,1.17,0.1,0.022,0.5,10.24,11.99,0.019,19.43,175.62,8.37,1.01,120,583,0.1,1.14,0.403,0.0025,6700,5e-04,0.05,0.05,850,0.06,5e-04,0.1,0.0025,113.6,410,,90,3.65,25.8,0.1,703,10.24,26.56,0,2013-08-21,TRUE,"2013","8","LC-03"
25,9.25,5.37,911,85,373.45,67.77,129.62,0.94,0.1,0.022,0.5,8.99,11.29,0.019,18.38,174.64,8.37,0.88,100,602,0.1,1.14,0.2609,0.0025,6000,5e-04,0.05,0.05,720,620,5e-04,0.1,0.0025,112.9,310,,40,2.8,23.6,0.1,702,8.99,23.02,,2013-08-21,FALSE,"2013","8","21"
24.5,9.22,5.08,908,85,377.81,68.5,182.68,0.96,0.1,0.022,0.5,9.65,11.49,0.019,15.71,160.8,8.37,0.91,104,605,0.1,1.14,0.65,2600,7500,5e-04,0.05,0.05,630,690,5e-04,0.1,0.0025,113.4,260,,40,2.6,25,0.11,709,9.65,13.12,0,2013-08-21,TRUE,"2013","8","LC-05"
24.8,9.22,4.76,912,85,382.18,68.69,142.71,0.96,0.1,0.022,0.5,10.44,10.78,0.019,14.8,158.16,8.37,0.95,98,596,0.1,1.14,0.2137,0.0025,6900,5e-04,0.05,0.05,720,650,5e-04,0.1,0.0025,116.2,370,,3,3.45,23.4,0.12,694,10.44,9.86,,2013-08-21,FALSE,"2013","8","23"
23.5,8.32,2.2,624,55,270.35,41.91,109.51,0.71,0.1,0.134,1.16,7.01,13.08,0.019,24.54,144.66,8.37,0.69,42,464,0.1,1.93,0.3744,2600,0.005,5e-04,0.05,0.05,0.81,0.228,5e-04,0.1,0.0025,73.2,0.02,930000,930000,2,23.5,0.11,506,7.01,0.585,0,2013-09-30,TRUE,"2013","9","LC-01"
24.9,9.09,11.94,776,50,349.32,55.06,129.19,0.69,0.1,0.108,0.75,6.84,11.34,0.019,17.82,157.73,11.83,0.59,49,531,0.1,1.73,0.2976,2800,0.005,5e-04,640,0.05,0.158,720,5e-04,0.1,0.0025,105.7,0.401,21000,7500,2.2,27.2,0.12,580,6.84,0.372,0,2013-09-30,TRUE,"2013","9","LC-02"
24.5,9.05,10.95,775,55,342.54,55.11,138.54,0.82,0.23,950,0.93,7.3,11.32,0.019,23.34,164.26,8.9,0.74,40,526,0.1,1.54,0.3117,2800,0.005,5e-04,0.55,0.05,0.147,620,5e-04,0.1,169,100,0.517,430,430,4,24.5,0.14,566,7.53,0.352,0,2013-09-30,TRUE,"2013","9","LC-03"
24.4,8.93,8.06,749,55,325.1,53.21,120.23,0.76,0.14,990,0.93,7.48,11.34,0.019,25.14,159.79,8.37,0.74,42,519,0.1,0.95,0.3413,2600,0.005,5e-04,0.05,0.05,0.311,0.05,5e-04,0.1,0.0025,101.6,640,9300,4300,3.8,25.3,0.12,561,7.62,0.436,0,2013-09-30,TRUE,"2013","9","LC-04"
24.5,9.09,11.56,778,55,360.47,54.93,124.71,0.75,0.1,380,0.75,7.24,11.3,0.019,23.34,175.61,8.37,0.7,51,532,0.1,2.32,0.3074,2700,0.005,5e-04,0.05,0.05,0.216,580,5e-04,0.1,0.0025,105.2,0.02,4300,2300,3.8,25.5,0.11,583,7.24,0.951,0,2013-09-30,TRUE,"2013","9","LC-05"
28,9.16,16,740,40,317.35,54.7,,0.63,0.1,0.022,0.5,7.42,9.99,0.019,17.25,102.71,,1.04,37,523,0.1,,290,0.0025,0.005,5e-04,0.05,0.05,0.127,0.09,56000,0.1,0.0025,90.5,0.02,1500,210,3.5,30.5,0.12,560,7.42,117.91,,2013-10-14,TRUE,"2013","10","LC-01"
28.8,9.31,17.61,762,39,320.74,56.58,,0.63,0.1,0.022,0.5,6.84,9.66,0.019,19.02,110.28,,1,48,543,0.1,,175,0.0025,0.005,5e-04,0.05,0.05,0.112,670,54000,0.1,0.0025,93.2,0.02,1500,930,3,29.7,0.12,591,6.84,122.12,,2013-10-14,TRUE,"2013","10","LC-02"
26.1,9.08,12.37,740,40,310.56,55.42,,0.63,0.1,0.022,0.5,6.61,10.88,0.019,13.59,97.21,,0.98,27,548,0.1,,205,0.0025,0.005,5e-04,0.05,0.05,830,730,59000,0.1,0.0025,93,0.02,230,230,4.5,30.5,0.17,575,6.61,129.3,,2013-10-14,TRUE,"2013","10","LC-03"
20.3,8.47,2.59,790,50,302.42,53.62,126.53,0.64,0.1,0.022,1.33,8.23,11.41,0.019,20.82,161.53,8.37,1.17,48,529,0.1,0.1,0.1073,0.0025,151,5e-04,0.05,0.05,0.37,980,65000,0.1,0.0025,96.4,680,240000,93000,3.2,19,,577,8.23,,0,2013-11-14,TRUE,"2013","11","LC-01"
20,8.98,6.02,786,50,303.34,34.84,121.12,0.74,0.11,0.022,0.69,7.77,9.86,0.019,14.52,191.29,8.37,0.85,7,286,0.1,1.43,155,0.0025,163,5e-04,0.05,0.05,0.124,720,5e-04,0.1,0.0025,97.6,760,9300,4300,2.7,18.3,,286,7.88,,0,2013-11-14,TRUE,"2013","11","LC-02"
20.4,8.92,5.3,786,55,300.57,54.25,123.44,0.7,0.1,0.022,1.33,7.53,10.72,0.019,14.67,176.26,8.37,0.94,37,529,0.1,0.1,408,0.0025,164,5e-04,0.05,0.05,0.188,790,56000,0.1,0.0025,97.8,0.113,2400,2400,4.5,18.4,,566,7.53,,0,2013-11-14,TRUE,"2013","11","LC-03"
20.2,8.94,5.33,782,55,310.71,54.2,123.83,0.69,0.1,0.022,1.56,7.19,9.73,0.019,17.91,151.91,8.37,0.92,58,527,0.1,0.1,309,0.0025,147,5e-04,0.05,0.05,0.122,780,65000,0.1,0.0025,97.4,530,2400,930,3.2,18.2,,585,7.19,,0,2013-11-14,TRUE,"2013","11","LC-04"
19.4,8.83,4.57,783,50,301.49,54.29,133.5,0.73,0.1,0.022,0.81,7.01,10.28,0.019,15.66,133.87,8.37,0.87,55,514,0.1,0.1,334,0.0025,155,5e-04,0.05,0.05,0.149,780,57000,0.1,0.0025,97.3,0.175,24000,9300,3.5,17.9,,569,7.01,,0,2013-11-14,TRUE,"2013","11","LC-05"
20.6,9.08,11.41,786,55,324.42,69.13,135.41,0.7,0.1,0.022,0.5,7.71,9.98,0.019,13.59,197.91,8.37,0.95,57,538,0.1,0.1,0.128,0.0025,9100,5e-04,0.05,0.05,0.113,760,5e-04,0.1,0.0025,80.5,210,9300,9300,2.5,27.3,,595,7.71,,0,2013-12-16,TRUE,"2013","12","LC-01"
22.2,9.25,15.28,788,55,315.87,56.23,135.03,0.68,0.1,0.022,3.65,9.45,2.95,0.019,12.93,223.46,8.37,0.85,58,536,0.1,0.1,0.1224,0.0025,8200,5e-04,0.05,0.05,870,0.06,5e-04,0.1,0.0025,82,0.03,930,90,3.3,27.1,,594,9.45,,0,2013-12-16,TRUE,"2013","12","LC-02"
20.5,9.07,10.52,782,50,320.62,56.98,125.52,0.57,0.11,0.022,0.5,6.95,9.58,0.019,12.09,227.67,8.37,0.89,44,544,0.1,0.1,530,0.0025,8200,5e-04,0.05,0.05,840,670,68000,0.1,0.0025,79.4,220,430,90,4.5,29.2,,588,7.06,,0,2013-12-16,TRUE,"2013","12","LC-03"
21.3,9.11,11.17,788,50,323.47,49.81,129.13,0.65,0.1,0.022,0.5,7.48,9.99,0.019,12.18,216.85,8.37,0.86,46,542,0.1,0.1,0.1222,0.0025,7400,5e-04,0.05,0.05,940,620,98000,0.1,0.0025,76.9,0.08,430,230,4,28.3,,588,7.48,,0,2013-12-16,TRUE,"2013","12","LC-04"
21.9,9.38,17.25,805,55,336.67,56.94,99.65,0.67,0.1,0.022,0.5,7.71,10.38,0.019,18,228.27,8.37,0.86,58,540,0.1,0.1,0.1248,0.0025,7100,5e-04,0.05,0.05,910,0.05,50000,0.1,3800,78.4,0.02,230,40,3.7,29.7,,598,7.71,,0,2013-12-16,TRUE,"2013","12","LC-05"
19.9,9.08,13.59,741,50,327.75,53.84,106.95,0.56,0.1,0.022,0.5,9.04,11.06,0.019,25.08,208.73,8.37,1.18,62,502,0.1,1.24,713,0.0025,7700,5e-04,0.342,0.05,910,990,5e-04,0.1,151,90.6,0.179,24000,2100,3,23.1,,564,9.04,116.853,,2014-01-15,TRUE,"2014","1","LC-01"
18.6,9.02,8.59,777,50,306.37,55.61,112.47,0.62,0.1,0.022,0.75,7.48,10.68,0.019,13.17,192.8,8.37,0.75,53,506,0.1,0.24,705,0.0025,7300,5e-04,0.05,0.05,750,720,5e-04,0.1,0.0025,101.6,350,4300,900,3.8,22.4,,559,7.48,53.464,,2014-01-15,TRUE,"2014","1","LC-02"
19.7,9.11,11.88,767,50,309.22,54.72,109.99,0.65,0.1,0.022,0.5,8.75,9.86,0.019,16.29,181.67,8.37,0.83,63,510,0.1,0.64,0.1434,0.0025,9200,5e-04,0.05,0.05,0.12,790,5e-04,0.1,0.0025,102.7,0.108,40,3,4.8,23.5,,573,8.75,107.066,,2014-01-15,TRUE,"2014","1","LC-03"
18.2,8.94,7.63,769,45,311.6,54.86,106.38,0.77,0.1,0.022,0.52,6.43,9.67,0.019,11.97,187.39,8.37,0.77,34,538,0.1,0.1,0.1431,0.0025,7800,5e-04,0.05,0.05,0.104,770,5e-04,0.1,0.0025,104.9,0.135,3,3,4,22.8,,572,6.43,46.38,,2014-01-15,TRUE,"2014","1","LC-04"
18.5,9.02,9,769,50,307.32,56.85,109.99,0.77,0.1,0.022,0.69,7.24,9.36,0.019,14.01,189.49,8.37,0.75,24,545,0.1,0.1,562,0.0025,8000,5e-04,0.05,0.05,880,720,5e-04,0.1,0.0025,103.4,570,90,3,2.8,21.2,,569,7.24,9.941,,2014-01-15,TRUE,"2014","1","LC-05"
17.2,8.91,9.05,773,45,331.27,57.45,130.6,0.61,0.1,0.022,1.04,8.35,10.31,0.019,15,271.87,8.37,0.96,29,581,0.1,0.1,804,0.0025,196,5e-04,0.05,0.05,0.12,0.128,5e-04,0.1,0.0025,97.4,220,2400,2400,,22.5,,610,8.35,165.934,,2014-02-05,TRUE,"2014","2","LC-01"
19,9.15,5.66,779,45,326.46,57.9,115.21,0.6,0.1,0.022,1.16,7.48,9.88,0.019,13.71,206.02,8.37,0.69,45,563,0.1,0.1,704,0.0025,171,5e-04,0.05,0.05,0.12,720,5e-04,0.1,0.0025,97.9,570,2400,930,,28.3,,608,7.48,198.876,,2014-02-05,TRUE,"2014","2","LC-02"
19.6,9.13,7.54,777,45,326.46,59.08,107.51,0.6,0.1,0.022,1.22,7.88,10.36,0.019,12.03,238.8,8.37,0.71,42,565,0.1,0.4,803,0.0025,197,5e-04,0.05,0.05,880,860,5e-04,0.1,0.0025,99,0.02,230,230,,22.9,,607,7.88,129.472,,2014-02-05,TRUE,"2014","2","LC-03"
20.5,9.17,8.68,771,45,312.97,58.62,129.72,0.56,0.1,0.022,0.69,7.48,9.49,0.019,11.97,231.58,8.37,0.7,37,573,0.1,0.79,642,0.0025,187,5e-04,0.05,0.05,970,860,5e-04,0.1,0.0025,99.6,4.314,230,230,,20.3,,610,7.48,185.549,,2014-02-05,TRUE,"2014","2","LC-04"
20.2,9.22,10.22,774,45,317.79,58.58,134.11,0.66,0.1,0.022,0.98,7.48,9.62,0.019,13.02,244.81,8.37,0.71,36,579,0.1,1.38,549,0.0025,193,5e-04,0.05,0.05,0.126,790,5e-04,0.1,0.0025,102.2,860,230,230,,24.7,,615,7.48,162.618,,2014-02-05,TRUE,"2014","2","LC-05"
20.5,9.13,8.88,805,50,336.35,60.61,164.39,0.65,0.1,0.022,2.34,10.83,12.95,0.019,21.9,221.96,0,1.25,30,572,0.1,0.1,0.1102,0.0025,119,5e-04,0.05,0.05,0.147,0.114,5e-04,0.1,0.0025,112.2,0.02,1500,430,2.7,18.8,,602,10.83,250.829,,2014-03-06,TRUE,"2014","3","LC-01"
20.3,9.2,5.86,806,50,324.22,60.39,146.3,0.74,0.1,0.022,2.34,9.3,17.61,0.019,15.72,206.02,0,0.99,40,567,0.1,0.24,0.1471,0.0025,109,5e-04,0.05,0.05,0.137,660,5e-04,0.1,0.0025,111.1,0.02,150,70,3.6,19.4,,607,9.3,184.553,,2014-03-06,TRUE,"2014","3","LC-02"
21.5,9.27,10.33,793,50,32.55,61.24,168.24,0.79,0.1,0.022,1.4,9.6,12.8,0.019,17.94,301.33,0,0.84,23,601,0.1,0.1,457,0.0025,105,5e-04,0.05,0.05,940,810,5e-04,0.1,0.0025,112.1,0.02,230,40,4.4,20.2,,624,9.6,225.1864,,2014-03-06,TRUE,"2014","3","LC-03"
22.2,9.38,10.35,794,50,324.68,59.5,192.11,0.72,0.1,0.022,1.64,9.13,10.73,0.019,16.32,221.66,0,0.79,27,595,0.1,0.1,542,0.0025,9600,5e-04,0.05,0.05,0.115,730,5e-04,0.1,0.0025,112.6,0.02,230,230,3.3,25.6,,622,9.13,205.479,,2014-03-06,TRUE,"2014","3","LC-04"
22.2,9.35,11.38,808,50,327.95,60.17,187.69,0.54,0.1,0.022,1.52,8.95,10.12,0.019,16.8,212.04,0,1.06,18,589,0.1,0.1,449,0.0025,9100,5e-04,0.05,0.05,940,710,5e-04,0.1,0.0025,113.9,0.02,7500,3900,2.6,25.8,,607,8.95,126.015,,2014-03-06,TRUE,"2014","3","LC-05"
23.5,9.12,12.27,825,70,355.87,61.1,151.08,0.91,0.1,0.022,1.11,8.89,10.8,0.019,19.35,217.75,8.37,1.12,13,646,0.1,0.1,0.145,0.0025,6900,5e-04,0.05,0.05,0.172,0.103,5e-04,0.1,0.0025,118.6,0.02,2400,2400,2.7,28.2,,659,8.89,196.2,,2014-04-02,TRUE,"2014","4","LC-01"
23.5,9.39,13.22,891,50,352.93,63.02,150.49,0.84,0.1,0.022,0.88,8.78,11.98,0.019,17.94,219.85,8.37,0.84,63,590,0.1,0.1,0.1397,0.0025,7000,5e-04,0.05,0.05,0.155,790,5e-04,0.1,0.0025,116.7,0.02,930,90,3.2,28.4,,653,8.78,196.8,,2014-04-02,TRUE,"2014","4","LC-02"
22.4,9.27,11.68,820,55,349.5,62.53,153.64,0.83,0.1,0.022,0.14,7.84,12.04,0.019,15.45,200.31,8.37,1.12,35,601,0.1,0.1,0.1239,0.0025,6200,5e-04,0.05,0.05,0.155,750,5e-04,0.1,0.0025,116.4,0.02,70,70,4.4,28.2,,636,7.84,148.964,,2014-04-02,TRUE,"2014","4","LC-03"
22.1,9.13,6.06,822,50,354.4,63.57,150.69,0.86,0.1,0.022,0.93,7.49,10.96,0.019,14.43,202.12,8.37,1.2,46,607,0.1,1.22,0.1393,0.0025,6700,5e-04,0.05,0.05,0.131,750,5e-04,0.1,0.0025,116.2,0.02,430,430,3.2,27.8,,653,7.49,244.9,,2014-04-02,TRUE,"2014","4","LC-04"
25.9,9.44,15.83,833,50,366.15,62,155.22,0.85,0.1,0.022,1.05,7.96,10.91,0.019,19.05,186.78,8.37,0.81,31,634,0.1,0.63,0.1425,0.0025,5600,5e-04,0.05,0.05,0.131,750,5e-04,0.1,0.0025,117.2,0.02,930,930,2.8,28.3,,666,7.96,229.6,,2014-04-02,TRUE,"2014","4","LC-05"
26.5,9.31,14.35,895,75,373.91,70.11,145.03,1.18,0.1,0.022,1.75,9.89,10.33,0.019,19.2,322.07,8.37,1.38,72,629,0.1,0.1,0.2307,0.0025,0.005,5e-04,0.05,0.05,0.13,520,5e-04,0.1,0.0025,124.8,0.02,24000,9300,2.33,29.8,,701,9.89,1.472,,2014-06-11,TRUE,"2014","6","LC-01"
26.5,9.32,13.05,903,75,382.45,70.49,146.16,1.14,0.1,0.022,5.97,11.7,10.09,0.019,21.6,394.83,13.23,1.17,93,630,0.1,0.24,0.3058,0.0025,0.005,5e-04,0.05,0.05,0.147,520,5e-04,0.1,0.0025,124.8,0.02,1500,1500,2.95,30.4,,723,11.7,0.74,,2014-06-11,TRUE,"2014","6","LC-02"
27.2,9.38,14.21,904,65,375.86,73.55,143.53,1.12,0.1,0.022,1.99,10.12,15.68,0.019,21.96,318.77,8.37,1.1,97,599,0.1,1.12,0.1665,0.0025,0.005,5e-04,0.05,0.05,990,0.05,5e-04,0.1,0.0025,127,0.02,4600,2400,2.9,29.4,,696,10.12,2.852,,2014-06-11,TRUE,"2014","6","LC-03"
26,9.32,11.49,901,75,386.72,71.05,146.72,1.11,0.1,0.022,2.81,9.19,10.89,0.019,16.86,311.55,8.37,1.21,76,529,0.1,0.12,0.1798,0.0025,0.005,5e-04,0.05,0.05,0.103,0.05,5e-04,0.1,0.0025,125.2,0.02,750,430,3,28.8,,605,9.19,2.076,,2014-06-11,TRUE,"2014","6","LC-04"
25.3,9.25,9.02,898,80,378.18,71.57,141.1,1.21,0.1,0.022,3.1,10.65,9.39,0.019,16.2,306.14,8.37,1.09,71,614,0.1,0.12,0.1878,0.0025,0.005,5e-04,0.05,0.05,960,0.05,5e-04,0.1,0.0025,127.6,0.02,4300,2300,2.3,28.9,,685,10.65,4.67,,2014-06-11,TRUE,"2014","6","LC-05"
25.9,9.13,10.12,706,100,286.25,68.04,146.13,0.82,0.1,0.022,1.29,9.83,13.35,0.019,19.92,313.05,8.37,1.38,117,436,0.1,1.12,4.3582,0.0025,0.005,5e-04,0.05,0.05,1.633,910,5e-04,0.1,0.0025,89.8,0.157,110000,110000,2.7,27.6,,553,9.83,15.153,,2014-07-09,TRUE,"2014","7","LC-01"
27.5,9.18,10.82,897,90,377.07,51.05,118.38,0.96,0.1,0.022,1.23,8.66,10.25,0.019,14.76,303.43,8.37,1.16,56,610,0.1,0.52,0.3817,0.0025,6000,5e-04,0.05,0.05,0.137,520,58000,0.1,0.0025,118.9,0.02,110000,9300,3,27,,666,8.66,26.121,,2014-07-09,TRUE,"2014","7","LC-02"
26.6,9.41,15.36,897,80,371.84,70.7,163.69,0.98,0.1,0.022,1.46,8.25,10.35,0.019,15.75,344.62,8.37,1.14,25,635,0.1,0.1,0.6237,0.0025,0.005,5e-04,0.05,0.05,0.243,0.05,5e-04,0.1,0.0025,115.8,0.02,2400,2400,4.1,27.8,,660,8.25,8.451,,2014-07-09,TRUE,"2014","7","LC-03"
30,9.6,13.34,905,90,381.35,62.94,166.52,0.93,0.1,0.022,1.52,10.24,9.82,0.019,24.3,354.24,8.37,1.02,62,610,0.1,0.72,0.7546,0.0025,0.005,5e-04,0.05,0.05,0.312,0.05,5e-04,0.1,0.0025,118.8,0.02,230,230,2.8,28.3,,672,10.24,4.895,,2014-07-09,TRUE,"2014","7","LC-04"
28.2,9.5,16.3,903,80,372.32,69.53,142.17,0.98,0.1,0.022,1.64,9.36,10.4,0.019,16.47,350.94,8.37,1.13,60,604,0.1,0.52,0.3795,0.0025,0.005,5e-04,0.05,0.05,0.131,0.05,5e-04,0.1,0.0025,120,0.02,9300,2100,3.4,28.1,,664,9.36,10.446,,2014-07-09,TRUE,"2014","7","LC-05"
24.9,8.95,2.74,836,50,327.86,61.16,139.1,0.54,0.11,0.022,0.88,8.25,12.26,0.019,13.24,230.38,8.37,1.11,39,598,0.1,0.32,0.242,4000,0.005,5e-04,0.05,0.05,0.195,790,5e-04,0.1,0.0025,110.4,0.02,93000,93000,2.33,22,,637,8.36,61.1,,2014-08-12,TRUE,"2014","8","LC-01"
24.8,9.21,6.2,861,75,333.79,67.96,138.32,1.13,0.1,0.022,0.5,8.02,10.16,0.019,14.94,237.89,8.37,1.05,54,613,0.1,0.72,0.01,4200,0.005,5e-04,0.05,0.05,760,0.05,5e-04,0.1,0.0025,116.5,0.02,4300,4300,3.54,24.7,,667,8.02,105.7,,2014-08-12,TRUE,"2014","8","LC-02"
